0,3/23/2017,15:37:53,24.10,74.20,356
5,3/23/2017,15:37:53
6,3/23/2017,15:38:6
0,3/23/2017,15:39:53,24.10,74.70,357
5,3/23/2017,15:39:53
6,3/23/2017,15:40:6
0,3/23/2017,15:41:53,24.10,74.80,356
5,3/23/2017,15:41:53
6,3/23/2017,15:42:6
0,3/23/2017,15:43:53,24.10,74.40,351
5,3/23/2017,15:43:53
6,3/23/2017,15:44:6
0,3/23/2017,15:45:53,24.10,74.80,354
5,3/23/2017,15:45:53
6,3/23/2017,15:46:6
0,3/23/2017,15:47:53,24.10,74.20,363
5,3/23/2017,15:47:53
6,3/23/2017,15:48:6
0,3/23/2017,15:49:53,24.10,74.40,358
5,3/23/2017,15:49:53
6,3/23/2017,15:50:6
1,3/23/2017,15:50:49
2,3/23/2017,15:51:49,174.27
0,3/23/2017,15:51:53,24.10,74.80,423
5,3/23/2017,15:51:53
6,3/23/2017,15:52:6
0,3/23/2017,15:53:53,24.10,75.40,560
5,3/23/2017,15:53:53
6,3/23/2017,15:54:6
0,3/23/2017,15:55:53,24.10,75.50,625
5,3/23/2017,15:55:53
6,3/23/2017,15:56:6
0,3/23/2017,15:57:53,24.20,76.30,690
5,3/23/2017,15:57:53
6,3/23/2017,15:58:6
0,3/23/2017,15:59:53,24.30,76.40,771
5,3/23/2017,15:59:53
6,3/23/2017,16:0:6
0,3/23/2017,16:1:53,24.30,77.70,817
5,3/23/2017,16:1:53
6,3/23/2017,16:2:1
0,3/23/2017,16:3:53,24.30,78.30,802
5,3/23/2017,16:3:53
6,3/23/2017,16:4:1
1,3/23/2017,16:5:49
0,3/23/2017,16:5:53,24.40,77.70,773
5,3/23/2017,16:5:53
6,3/23/2017,16:6:6
2,3/23/2017,16:6:49,176.40
0,3/23/2017,16:7:53,24.40,77.50,733
5,3/23/2017,16:7:53
6,3/23/2017,16:8:6
0,3/23/2017,16:9:53,24.50,76.90,697
5,3/23/2017,16:9:53
6,3/23/2017,16:10:6
0,3/23/2017,16:11:53,24.50,76.50,671
5,3/23/2017,16:11:53
6,3/23/2017,16:12:6
0,3/23/2017,16:13:53,24.50,76.60,648
5,3/23/2017,16:13:53
6,3/23/2017,16:14:6
0,3/23/2017,16:15:53,24.50,75.30,611
5,3/23/2017,16:15:53
6,3/23/2017,16:16:6
0,3/23/2017,16:17:53,24.50,75.40,591
5,3/23/2017,16:17:53
6,3/23/2017,16:18:6
0,3/23/2017,16:19:53,24.50,75.40,574
5,3/23/2017,16:19:53
6,3/23/2017,16:20:6
1,3/23/2017,16:20:49
2,3/23/2017,16:21:49,173.07
0,3/23/2017,16:21:53,24.50,75.20,564
5,3/23/2017,16:21:53
6,3/23/2017,16:22:6
0,3/23/2017,16:23:53,24.50,74.70,550
5,3/23/2017,16:23:53
6,3/23/2017,16:24:6
0,3/23/2017,16:25:53,24.40,75.00,542
5,3/23/2017,16:25:53
6,3/23/2017,16:26:6
0,3/23/2017,16:27:53,24.40,74.80,523
5,3/23/2017,16:27:53
6,3/23/2017,16:28:6
0,3/23/2017,16:29:53,24.40,74.50,508
5,3/23/2017,16:29:53
6,3/23/2017,16:30:6
0,3/23/2017,16:31:53,24.40,74.40,511
