6,3/4/2017,9:00:19,,,
0,3/4/2017,9:02:11,30.6,29.1,1246
0,3/4/2017,9:04:11,30.6,29.2,990
5,3/4/2017,9:04:11,,,
6,3/4/2017,9:04:19,,,
1,3/4/2017,9:06:10,,,
0,3/4/2017,9:06:11,30.6,29.2,1248
2,3/4/2017,9:07:10,,,
0,3/4/2017,9:08:11,30.6,29.2,985
5,3/4/2017,9:08:11,,,
6,3/4/2017,9:08:19,,,
0,3/4/2017,9:10:11,30.6,29,1221
0,3/4/2017,9:12:11,30.6,29,961
5,3/4/2017,9:12:11,,,
6,3/4/2017,9:12:19,,,
0,3/4/2017,9:14:11,30.5,29.1,1213
0,3/4/2017,9:16:11,30.5,29.2,964
5,3/4/2017,9:16:11,,,
6,3/4/2017,9:16:19,,,
0,3/4/2017,9:18:11,30.4,29.3,1231
0,3/4/2017,9:20:11,30.5,29.3,969
5,3/4/2017,9:20:11,,,
6,3/4/2017,9:20:19,,,
1,3/4/2017,9:21:10,,,
2,3/4/2017,9:22:10,,,
0,3/4/2017,9:22:11,30.5,29.3,1229
0,3/4/2017,9:24:11,30.5,29.2,969
5,3/4/2017,9:24:11,,,
6,3/4/2017,9:24:19,,,
0,3/4/2017,9:26:11,30.5,29.1,1224
0,3/4/2017,9:28:11,30.5,29.1,956
5,3/4/2017,9:28:11,,,
6,3/4/2017,9:28:19,,,
0,3/4/2017,9:30:11,30.4,29.3,1207
0,3/4/2017,9:32:11,30.4,29.3,956
5,3/4/2017,9:32:11,,,
6,3/4/2017,9:32:19,,,
0,3/4/2017,9:34:11,30.3,29.4,1234
1,3/4/2017,9:36:10,,,
0,3/4/2017,9:36:11,30.4,29.3,971
5,3/4/2017,9:36:11,,,
6,3/4/2017,9:36:19,,,
2,3/4/2017,9:37:10,,,
0,3/4/2017,9:38:11,30.4,29.3,1208
0,3/4/2017,9:40:11,30.4,29.1,945
5,3/4/2017,9:40:11,,,
6,3/4/2017,9:40:19,,,
0,3/4/2017,9:42:11,30.3,29.2,1210
0,3/4/2017,9:44:11,30.3,29.3,945
5,3/4/2017,9:44:11,,,
6,3/4/2017,9:44:19,,,
0,3/4/2017,9:46:11,30.2,29.3,1195
5,3/4/2017,9:46:11,,,
6,3/4/2017,9:46:19,,,
0,3/4/2017,9:48:11,30.2,29.4,1378
0,3/4/2017,9:50:11,30.2,29.4,1061
5,3/4/2017,9:50:11,,,
6,3/4/2017,9:50:19,,,
1,3/4/2017,9:51:10,,,
2,3/4/2017,9:52:10,,,
0,3/4/2017,9:52:11,30.3,29.2,1278
0,3/4/2017,9:54:11,30.3,29.2,978
5,3/4/2017,9:54:11,,,
6,3/4/2017,9:54:19,,,
0,3/4/2017,9:56:11,30.3,29.2,1208
