13,548
53,3/29/2017,15:6:41,120,1200,60,900,0,8
13,548,40,19
13,548
9,3/29/2017,15:6:41,
13,548,20,0
13,459
0,3/29/2017,15:10:41,20.5, 83.0,499
13,459,35,14
13,490
5,3/29/2017,15:10:42,
13,490,21,0
13,495
6,3/29/2017,15:10:50,
13,495,21,0
13,548
53,3/29/2017,15:14:26,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:14:26,
14,548,21,0
13,548
53,3/29/2017,15:16:47,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:16:47,
14,548,21,0
13,548
53,3/29/2017,15:16:51,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:16:51,
14,548,21,0
13,548
53,3/29/2017,15:17:41,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:17:41,
14,548,21,0
13,548
53,3/29/2017,15:22:2,120,1200,60,900,0,8
14,548,40,19
13,548
9,3/29/2017,15:22:2,
14,548,20,0
13,548
53,3/29/2017,15:22:25,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:22:25,
14,548,21,0
13,548
53,3/29/2017,15:23:14,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:23:14,
14,548,21,0
13,548
53,3/29/2017,15:23:31,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:23:31,
14,548,21,0
13,548
53,3/29/2017,15:24:25,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:24:25,
14,548,21,0
13,548
53,3/29/2017,15:24:45,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:24:45,
14,548,21,0
13,548
53,3/29/2017,15:24:59,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:24:59,
14,548,21,0
13,548
53,3/29/2017,15:28:14,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:28:14,
14,548,21,0
13,548
53,3/29/2017,15:29:23,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:29:23,
14,548,21,0
13,548
53,3/29/2017,15:29:42,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:29:42,
14,548,21,0
13,548
53,3/29/2017,15:29:45,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:29:45,
14,548,21,0
13,548
53,3/29/2017,15:29:58,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:29:58,
14,548,21,0
13,548
53,3/29/2017,15:30:23,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:30:23,
14,548,21,0
13,548
53,3/29/2017,15:30:52,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:30:52,
14,548,21,0
13,548
53,3/29/2017,15:31:12,120,1200,60,900,0,8
14,548,41,19
13,548
9,3/29/2017,15:31:12,
14,548,21,0
13,526
10,3/29/2017,15:34:12,
14,526,22,0
13,526
3,3/29/2017,15:34:12,
14,526,21,0
13,526
0,3/29/2017,15:35:12,20.6, 81.5,516
14,526,35,14
13,521
5,3/29/2017,15:35:12,
14,521,21,0
13,526
6,3/29/2017,15:35:20,
14,526,21,0
13,526
0,3/29/2017,15:37:12,20.6, 82.0,1134
14,526,36,15
13,521
5,3/29/2017,15:37:12,
14,521,21,0
13,526
6,3/29/2017,15:37:17,
14,526,21,0
13,526
0,3/29/2017,15:39:12,20.6, 82.5,1228
14,526,36,15
13,526
0,3/29/2017,15:41:12,20.8, 82.9,885
14,526,35,14
13,521
5,3/29/2017,15:41:12,
14,521,21,0
13,526
6,3/29/2017,15:41:17,
14,526,21,0
13,526
0,3/29/2017,15:43:12,20.9, 83.0,1088
14,526,36,15
13,521
5,3/29/2017,15:43:12,
14,521,21,0
13,526
6,3/29/2017,15:43:17,
14,526,21,0
13,526
0,3/29/2017,15:45:12,21.1, 83.0,1221
14,526,36,15
13,523
1,3/29/2017,15:46:12,
14,523,21,0
13,526
0,3/29/2017,15:47:12,21.2, 83.0,887
14,526,35,14
13,521
5,3/29/2017,15:47:12,
14,521,21,0
13,516
2,3/29/2017,15:47:12,167.2
14,516,26,5
13,526
6,3/29/2017,15:47:17,
14,526,21,0
13,526
0,3/29/2017,15:49:12,21.4, 82.8,1096
14,526,36,15
13,521
5,3/29/2017,15:49:12,
14,521,21,0
13,526
6,3/29/2017,15:49:17,
14,526,21,0
