51,3/7/2017,17:33:34
9,3/7/2017,17:33:34
10,3/7/2017,17:36:34
3,3/7/2017,17:36:34
0,3/7/2017,17:37:34,19.50,49.00,-1
0,3/7/2017,17:39:34,20.10,50.40,481
5,3/7/2017,17:39:34
6,3/7/2017,17:39:47
0,3/7/2017,17:41:34,21.20,48.50,1225
0,3/7/2017,17:43:34,22.10,46.90,998
5,3/7/2017,17:43:34
6,3/7/2017,17:43:42
0,3/7/2017,17:45:34,23.00,45.10,1296
0,3/7/2017,17:47:34,23.60,43.90,1035
5,3/7/2017,17:47:34
6,3/7/2017,17:47:42
1,3/7/2017,17:48:34
0,3/7/2017,17:49:34,24.30,42.50,1297
2,3/7/2017,17:49:34
0,3/7/2017,17:51:34,24.80,41.50,1036
5,3/7/2017,17:51:34
6,3/7/2017,17:51:42
0,3/7/2017,17:53:34,25.30,40.60,1284
0,3/7/2017,17:55:34,25.70,39.70,1022
5,3/7/2017,17:55:34
6,3/7/2017,17:55:42
0,3/7/2017,17:57:34,26.10,38.90,1264
0,3/7/2017,17:59:34,26.40,38.30,987
5,3/7/2017,17:59:34
6,3/7/2017,17:59:42
0,3/7/2017,18:1:34,26.70,37.80,1246
1,3/7/2017,18:3:34
0,3/7/2017,18:3:34,27.20,36.70,971
5,3/7/2017,18:3:34
6,3/7/2017,18:3:42
2,3/7/2017,18:4:34
0,3/7/2017,18:5:34,27.20,36.70,1214
0,3/7/2017,18:7:34,27.50,36.10,953
5,3/7/2017,18:7:34
6,3/7/2017,18:7:42
0,3/7/2017,18:9:34,27.70,35.80,1184
5,3/7/2017,18:9:34
6,3/7/2017,18:9:42
0,3/7/2017,18:11:34,27.80,35.50,1312
0,3/7/2017,18:13:34,28.00,35.10,996
5,3/7/2017,18:13:34
6,3/7/2017,18:13:42
0,3/7/2017,18:15:34,28.10,34.80,1236
0,3/7/2017,18:17:34,28.20,34.80,955
5,3/7/2017,18:17:34
6,3/7/2017,18:17:42
1,3/7/2017,18:18:34
2,3/7/2017,18:19:34
0,3/7/2017,18:19:34,28.50,35.10,1188
5,3/7/2017,18:19:34
6,3/7/2017,18:19:42
0,3/7/2017,18:21:34,28.50,35.00,1338
0,3/7/2017,18:23:34,28.60,35.30,1009
5,3/7/2017,18:23:34
6,3/7/2017,18:23:42
0,3/7/2017,18:25:34,28.60,35.50,1239
0,3/7/2017,18:27:34,28.70,35.60,950
5,3/7/2017,18:27:34
6,3/7/2017,18:27:42
0,3/7/2017,18:29:34,28.70,35.50,1176
5,3/7/2017,18:29:34
6,3/7/2017,18:29:42
0,3/7/2017,18:31:34,28.80,35.50,1308
0,3/7/2017,18:33:34,28.80,35.40,992
5,3/7/2017,18:33:34
1,3/7/2017,18:33:34
